,Location,Postcode,Latitude,Longitude
480,Hoogstede,7560,-33.87538999999998,18.673920000000066
481,Houghton Place,7100,-34.02221340515412,18.733482391396542
482,Hout Bay,7806,-34.040959999999984,18.350230000000067
483,Hout Bay,7872,-34.040959999999984,18.350230000000067
484,Hout Bay Heights,7806,-34.033019999999965,18.36247000000003
485,Hout Bay Heights Estate,7806,-34.180444689454745,18.422431040265757
486,Howard Hamlet,7405,-34.03818236724387,18.45523245198236
487,Howard Place,7450,-33.93366999999995,18.510290000000055
488,Hunters Manor,7800,-34.01115226053549,18.37880689631015
489,Hurley Estate,7700,-33.94958897404338,18.483677331643293
490,Hydepark,7785,-33.87761999999998,18.50505000000004
491,I.C.G. (Pty) Ltd,8024,-33.91908999999998,18.421980000000076
492,Ikwezi Park,7784,-34.01472999999993,18.627300000000048
493,Ilitha Park,7784,-34.04800999999998,18.662000000000035
494,Imarike,7752,-33.91908999999998,18.421980000000076
495,Imhoff's Gift,7975,-34.142709999999965,18.34997000000004
496,Imizamo Yethu,7806,-34.03044999999997,18.360110000000077
497,Industrial Area,7140,-33.91474999999997,18.647460000000024
498,Jagtershof,7580,-33.94104999999996,18.700800000000072
499,Jakarandas,7580,-33.928349999999966,18.70482000000004
500,Joe Slovo,7455,-34.02257450362212,18.578904572091293
501,Joe Slovo Camp,7441,-34.02257450362212,18.578904572091293
502,Joe Slovo Park,7441,-33.873539999999934,18.510500000000036
503,Joostenberg Vlakte,7570,-33.81491999999997,18.732230000000072
504,Joubert Park,7530,-33.898109999999974,18.69673000000006
505,Kaapsig,7560,-33.89847999999995,18.697240000000022
506,Kaapzicht,7500,-33.88578999999993,18.565660000000037
507,Kalk Bay,7975,-34.12644999999998,18.44930000000005
508,Kalk Bay,7990,-34.12644999999998,18.44930000000005
509,Kalkfontein,7580,-33.94575999999995,18.665460000000053
510,Kalksteenfontein,7490,-33.95291999999995,18.565620000000024
511,Kanana,7750,-33.96948999999995,18.573030000000074
512,Kanonberg,7530,-33.85988999999995,18.59600000000006
513,Kapteinsbaai,7441,-33.91908999999998,18.421980000000076
514,Karee Park,7560,-34.05469495759098,18.77963507956808
515,Kasselsvlei,7530,-33.914835907963294,18.64649199541168
516,Kasselsvlei,7533,-33.914835907963294,18.64649199541168
517,Kempenville,7530,-33.89979999999997,18.635880000000043
518,Kenilworth,7708,-33.99599999999998,18.468740000000025
519,Kenilworth,7745,-33.99599999999998,18.468740000000025
520,Kenilworth,7780,-33.99599999999998,18.468740000000025
521,Kenilworth,8301,-33.99599999999998,18.468740000000025
522,Kenilworth Park,7708,-33.99115962737249,18.4738624910771
523,Kenridge,7530,-33.856829999999945,18.63785000000007
524,Kenridge,7550,-33.856829999999945,18.63785000000007
525,Kenridge Estate,7550,-33.862524970370586,18.633625050370412
526,Kenridge Heights,7550,-33.849899999999934,18.632880000000057
527,Kensington,7405,-33.91406999999998,18.50464000000005
528,Kenwyn,7780,-33.91908999999998,18.421980000000076
529,Kenwyn,7790,-33.91908999999998,18.421980000000076
530,Kernkrag,7440,-33.91908999999998,18.421980000000076
531,Kernkrag,7441,-33.91908999999998,18.421980000000076
532,Kewtown,7764,-33.95912999999996,18.51517000000007
533,Khanya Park,7784,-33.99112496943731,18.590175108327614
534,Khayelitsha,7783,-34.02003999999994,18.673190000000034
535,Khayelitsha,7784,-34.02003999999994,18.673190000000034
536,Khayelitsha Mall,7792,-34.04735999999997,18.672060000000045
537,Khulani Park,7784,-34.06471994429115,18.686739795829162
538,Killarney Gardens,7441,-33.82708999999994,18.53445000000005
539,Kine Park,7560,-33.87199999999996,18.69631000000004
540,Kingston,7530,-33.89730999999995,18.635240000000067
541,Kirstenbosch,7708,-33.98685176089086,18.43845766618941
542,Kirstenhof,7945,-34.07078999999993,18.451720000000023
543,Klaasenbosch,7806,-34.00830784087552,18.428997862614754
544,Klein Dassenberg,7358,-33.588407934345405,18.553223323210364
545,Klein Dreyersdal,7945,-34.060869999999966,18.45165000000003
546,Klein Leeukop Estate,7806,-34.02640540613159,18.347696031689704
547,Klein Nederburg,7550,-33.82958999999994,18.668240000000026
548,Klein Turf Hall Estate,7780,-34.011049999999955,18.51947000000007
549,Klein Wassenaar,7945,-34.082485181739386,18.45243537555217
550,Klein Welgemoed,7530,-33.86179666071515,18.61919096838691
551,Kleinbosch,7500,-33.86149999999998,18.564620000000048
552,Kleinbron,7560,-33.852589999999964,18.69315000000006
553,Kleinbron Estate,7560,-33.84759999999994,18.689980000000048
554,Kleinbron Park,7560,-33.84923999999995,18.689140000000066
555,Kleinvlei,7100,-33.98823999999996,18.71144000000004
556,Kleinvlei Annex,7100,-33.98823999999996,18.71144000000004
557,Klipdam,7580,-33.931419999999946,18.68455000000006
558,Klipfontein,7750,-34.24165999999997,18.42874000000006
559,Klipheuwel,7303,-33.69867999999997,18.69891000000007
560,Klipheuwel,7550,-33.69867999999997,18.69891000000007
561,Kloofnek,8001,-33.92991883826454,18.40917895509811
562,Kloofzicht,7580,-33.89331354024102,18.708789319626526
563,Knole Park,7941,-34.03202999999996,18.52625000000006
564,Koeberg,7441,-33.71509999999995,18.55776000000003
565,Kommetjie,7975,-34.14027999999996,18.329310000000078
566,Kommetjie,7976,-34.14027999999996,18.329310000000078
567,Kosovo,7785,-33.91908999999998,18.421980000000076
568,Kraaifontein,7569,-33.851459999999975,18.730930000000058
569,Kraaifontein,7570,-33.851459999999975,18.730930000000058
570,Kraaifontein North,7572,-33.84564999999998,18.718060000000037
571,Kreupelbosch,7945,-34.03356729175779,18.44256254634757
572,Kronenzicht Estate,7806,-34.026119999999935,18.342210000000023
573,Kuils River,7579,-33.91226999999998,18.68835000000007
574,Kuils River,7580,-33.91226999999998,18.68835000000007
575,Kuyasa,7784,-34.05835999999994,18.688570000000027
576,La Concorde,7130,-34.05908999999997,18.844840000000033
577,La Concordia,7130,-34.006715571166595,18.729577491599592
578,La Montaque,7570,-33.85003971987415,18.525919703419966
579,La Montegne,7570,-34.04974999999996,18.81173000000007
580,La Paloma,7441,-34.114226413810265,18.838766466306062
581,La Rochelle,7530,-33.880289999999945,18.656800000000032
582,La Sandra,7130,-34.06150999999994,18.851990000000058
583,Labella Park,7530,-34.14347268891031,18.860699286827263
584,Labiance Estate,7530,-33.909993965689125,18.657771497481956
585,Lake Michelle,7975,-34.113054157318444,18.38157756501837
586,Lakeside,7945,-34.08600999999993,18.45742000000007
587,Lakeview,7945,-34.061391502892015,18.465056354299865
588,Lancia Park,7560,-33.99123219638015,18.53288614615918
589,Land En Zeezicht,7130,-34.07740999999993,18.869930000000068
590,Landskroon,7560,-33.85226982901417,18.60777768056563
591,Langa,7455,-33.94549999999998,18.533420000000035
592,Langa,7456,-33.94549999999998,18.533420000000035
593,Langeberg Glen,7570,-33.834769999999935,18.694800000000043
594,Langeberg Heights,7570,-33.82683352909649,18.66029446140069
595,Langeberg Hills,7550,-33.82683352909649,18.66029446140069
596,Langeberg Rand,7550,-34.20218999999997,18.416670000000067
597,Langeberg Ridge,7550,-33.844709999999964,18.69073000000003
598,Langeberg Village,7550,-33.83316999999994,18.66942000000006
599,Lansdowne,7779,-33.98711999999995,18.50233000000003
600,Lansdowne,7780,-33.98711999999995,18.50233000000003
601,Las Vegas,7785,-34.027169633804206,18.590062108419975
602,Lavender Hill,7945,-34.06712999999996,18.48667000000006
603,Lavistown,7465,-33.95000999999996,18.58418000000006
604,Lavistown,7490,-33.95000999999996,18.58418000000006
605,Leiden,7100,-33.96772999999996,18.63948000000005
606,Lentegeur,7785,-34.03145999999998,18.61606000000006
607,Lentegeur,7786,-34.03145999999998,18.61606000000006
608,Leonsdale,7490,-33.91949999999997,18.57639000000006
609,Lieben Glen,7530,-33.91908999999998,18.421980000000076
610,Lincoln Estate,7764,-33.91432995158915,18.390200081463064
611,Lingelethu West,7765,-34.01635116124151,18.639603781085096
612,Lingelethu West,7784,-34.01635116124151,18.639603781085096
613,Links,7130,-34.071549999999945,18.835680000000025
614,Llandudno,7806,-34.01151999999996,18.341030000000046
615,Loevenstein,7530,-33.886049999999955,18.610400000000027
616,London Village,7785,-33.928499957047634,18.46413508917398
617,Long Beach Village,7975,-34.204274731445,18.37241914170241
618,Longdown Estate,7130,-34.09204999999997,18.856360000000052
619,Lost City,7785,-33.91908999999998,18.421980000000076
620,Lotus River,7805,-34.03436999999997,18.51257000000004
621,Lotus River,7941,-34.03436999999997,18.51257000000004
622,Loumar Estate,7530,-33.90429494851469,18.658820087396933
623,Louw's Bush,7490,-33.98798798393746,18.587165547549105
624,Lower Crossroads,7750,-34.01030715860103,18.61211008384326
625,Lusaka,7750,-33.98341999999997,18.588630000000023
626,Luvuyo Park,7784,-34.01667782495855,18.635611597488232
627,Luyoloville,7750,-33.96749999999997,18.56403000000006
628,Luzuko,7750,-33.98149743828916,18.562441102773395
629,Lwandle,7140,-34.11814999999996,18.86602000000005
630,Lwandle,7143,-34.11814999999996,18.86602000000005
631,Lynfrae Estate,7708,-33.97617282523009,18.477922339554926
632,Mabille Park,7580,-33.917839999999956,18.669770000000028
633,Macassar,7130,-34.057429999999954,18.761610000000076
634,Macassar,7134,-34.057429999999954,18.761610000000076
635,Maitland,7404,-33.92286999999993,18.486910000000023
636,Maitland,7405,-33.92286999999993,18.486910000000023
637,Makhaza,7784,-33.91908999999998,18.421980000000076
638,Makhaza,7792,-33.91908999999998,18.421980000000076
639,Malagas Park,7441,-34.062029999999936,18.59627000000006
640,Malibu Village,7100,-33.99596999999994,18.69378000000006
641,Malunga Park,7750,-34.117219999999975,18.865910000000042
642,Mamre,7347,-33.51354999999995,18.475730000000055
643,Mamre,7349,-33.51354999999995,18.475730000000055
644,Mandalay,7785,-34.01472999999993,18.627300000000048
645,Mandela Park,7784,-34.04881999999998,18.68545000000006
646,Mandela Park,7806,-34.04881999999998,18.68545000000006
647,Manenberg,7764,-33.98315999999994,18.551810000000046
648,Manenberg,7767,-33.98315999999994,18.551810000000046
649,Manyanani,7794,-34.062063704855944,18.69544582976294
650,Marina Da Gama,7945,-34.08710999999994,18.47407000000004
651,Marina Estate,7945,-33.927821767681195,18.380823523374318
652,Marina Moorings,7945,-33.91010343917151,18.41895618653085
653,Marinda Park,7580,-33.914949999999976,18.66506000000004
654,Marlborough Park,7560,-33.85916999999995,18.68939000000006
655,Martinville,7130,-34.08453999999995,18.853680000000054
656,Marvin Park,7130,-34.061759999999936,18.77720000000005
657,Masiphumelele,7975,-34.12856999999997,18.372840000000053
658,Matroosfontein,7489,-33.938639999999964,18.572750000000042
659,Matroosfontein,7490,-33.938639999999964,18.572750000000042
660,Mayfield Village,7780,-34.007775072785705,18.51227717691376
661,Maynardville,7800,-34.00730999999996,18.463350000000048
662,Mdc,7800,-33.91908999999998,18.421980000000076
663,Meadowridge,7806,-34.03201999999993,18.452840000000037
664,Melkbos,7441,-33.94563994321303,18.61711010272481
665,Melkbosstrand,7441,-33.72738999999996,18.445760000000064
666,Melton Rose,7100,-33.81812496055761,18.538715084334243
667,Melton Rose,7101,-33.81812496055761,18.538715084334243
668,Melton Village,7100,-33.99836756510492,18.7214370282118
669,Merrydale,7785,-34.059349928800785,18.61939575690786
670,Merrydale Park,7785,-34.059349928800785,18.61939575690786
671,Metro,7405,-33.896349999999984,18.482500000000073
672,Metro Industrial Township,7405,-33.896349999999984,18.482500000000073
673,Meyerhof,7530,-33.90618999999998,18.660220000000038
674,Mfuleni,7100,-34.00312999999994,18.686710000000062
675,Mibille Park,7580,-33.917839999999956,18.669770000000028
676,Midhurst Estate,7806,-34.01990056821808,18.4505498359125
677,Midpine,7140,-34.14365873770933,18.86738545304166
678,Mikro Park,7580,-33.93205999999998,18.693070000000034
679,Milkwood Park,7975,-33.89448999999996,18.547650000000033
680,Millers Point,7995,-34.23141999999996,18.47592000000003
681,Milnerton,7441,-33.87096999999994,18.50031000000007
682,Milnerton Ridge,7441,-33.85251999999997,18.50840000000005
683,Mimosa,7530,-33.918699999999944,18.643140000000074
684,Mission Ground,7130,-34.12077999999997,18.90375000000006
685,Mitchells Plain,7785,-34.05123999999995,18.62077000000005
686,Modderdam,7490,-33.947299999999984,18.596740000000068
687,Montagu Village,7945,-34.05483313713842,18.611823736354026
688,Montagu's Gift,7941,-34.02709260139338,18.50314068792866
689,Montague Gardens,7441,-33.86017999999996,18.52111000000002
690,Montana,7490,-33.95898999999997,18.571860000000072
691,Montclair,7130,-34.06397999999996,18.848100000000045
692,Montclair,7785,-34.06397999999996,18.848100000000045
693,Monte Video,7490,-33.965769999999964,18.574640000000045
694,Monte Vista,7460,-33.88068999999996,18.557770000000062
695,Monte Vista,7463,-33.88068999999996,18.557770000000062
696,Monterey Estate,7806,-33.99553325457425,18.44930310020186
697,Montrose Park,7785,-33.94129954374014,18.411497765104148
698,Montserrat,7130,-34.10662929465586,18.872489231114972
699,Mooigezight,7530,-33.858476114689445,18.630798823626357
700,Mooiverwacht,7530,-33.87607534637962,18.655617187378507
701,Morgan Village,7785,-34.041339999999934,18.592960000000062
702,Morgenster,7560,-33.86725999999993,18.697590000000048
703,Morgenster,7785,-33.86725999999993,18.697590000000048
704,Morgenster,7792,-33.86725999999993,18.697590000000048
705,Morgenster Heights,7560,-33.84447171732433,18.6412064541296
706,Morgenzon Heights,7560,-33.94828495753383,18.646820093806284
707,Morningside,7130,-34.07550999999995,18.87826000000007
708,Morningside,7945,-34.07550999999995,18.87826000000007
709,Morningstar,7550,-33.82744999999994,18.655610000000024
710,Morningstar,7806,-33.82744999999994,18.655610000000024
711,Mouille Point,8005,-33.900049999999965,18.40527000000003
712,Mount View,7530,-33.888356852557415,18.601944358822276
713,Mount View,7780,-33.888356852557415,18.601944358822276
714,Mountain Side,7140,-34.15618999999998,18.878940000000057
715,Mountain Side,7151,-34.15618999999998,18.878940000000057
716,Mountain View Village,7945,-33.53376882505266,18.576788432499956
717,Mowbray,7700,-33.948189999999954,18.478710000000035
718,Mowbray,7705,-33.948189999999954,18.478710000000035
719,Muizenberg,7945,-34.106559999999945,18.47159000000005
720,Muizenberg,7950,-34.106559999999945,18.47159000000005
721,Murdoch Valley,7975,-34.20750999999996,18.457620000000077
722,Mutualpark,7451,-33.92420999999996,18.507640000000038
723,N1 City,7460,-33.89277999999996,18.560520000000054
724,N1 City,7463,-33.89277999999996,18.560520000000054
725,Nature's Valley,7130,-33.82398999999998,18.64653000000004
726,Ndabeni,7405,-33.92740999999995,18.49225000000007
727,Nerina,7550,-33.82179999999994,18.645760000000053
728,Nerissa Estate,7780,-33.99082999999996,18.509450000000072
729,Netreg,7764,-33.95461956154673,18.56291575766775
730,New Cross Roads,7750,-33.99643999999995,18.586640000000045
731,New Green Point,7784,-33.91066999999998,18.407570000000078
732,New Horizon,7100,-34.01070609451917,18.716292955067217
733,New Macassar Village,7130,-34.05053296200485,18.75344008120493
734,New Tafelsig,7785,-34.06107999999995,18.637680000000046
735,New Woodlands,7785,-34.027679999999975,18.602540000000033
736,Newfields,7764,-33.98554999999993,18.53108000000003
737,Newfields,7780,-33.98554999999993,18.53108000000003
738,Newlands,7700,-33.97402999999997,18.45587000000006
739,Newlands Hostel,7750,-33.97402999999997,18.45587000000006
740,Newrest,7750,-33.96537999999998,18.566260000000057
741,Nieuw Nooiensfontein,7580,-33.93898994857209,18.67682372160472
742,Nirvana Estate,7806,-34.024368544642606,18.444492223192814
743,Nkanini,7784,-34.058919999999944,18.704350000000034
744,Nobel Park,7530,-33.90041999999994,18.640040000000056
745,Nobuhle,7784,-34.1237656213605,18.865362910376966
746,Nomzamo,7140,-34.11098999999996,18.860280000000046
747,Nomzamo,7144,-34.11098999999996,18.860280000000046
748,Nomzamo Informal,7140,-33.820163765558725,18.540691406834917
749,Nonkqubela,7784,-34.12863449287634,18.375541630293014
750,Nonkqubela,7793,-34.12863449287634,18.375541630293014
751,Nontsizana,7750,-33.91908999999998,18.421980000000076
752,Nooiensfontein,7580,-33.93898994857209,18.67682372160472
753,Nooitgedacht,7490,-33.95540999999997,18.581360000000075
754,Norfolk Park,7945,-34.0781950545986,18.46082175911398
755,Normandi,7570,-33.87697777476684,18.56932718919278
756,North Gate,7500,-33.88530999999995,18.57929000000007
757,North Gate Estate,7500,-33.91552999999993,18.485990000000072
758,North Pine,7560,-33.866469999999936,18.714470000000063
759,North Shore Estate,7806,-34.04497101172977,18.34868133643663
760,Norton Square,7441,-33.82054979397421,18.492006395256766
761,Norwood Estate,7490,-33.88107188521965,18.49427621635931
762,Nova Constantia,7806,-34.04123999999996,18.429470000000038
763,Nuweland,7700,-33.97633999999994,18.44999000000007
764,Nyanga,7750,-33.98820999999998,18.58286000000004
765,Nyanga,7755,-33.98820999999998,18.58286000000004
766,Nyanga East,7750,-33.98820999999998,18.58286000000004
767,Nyanga Junction,7756,-33.99259999999998,18.560040000000072
768,O'Kennedyville,7550,-33.871429999999975,18.642160000000047
769,Oak Glen,7530,-33.956838317225916,18.473002669249777
770,Oakdale Estate,7530,-34.07330349103582,18.85220746695665
771,Oakdene,7580,-33.938139999999976,18.67563000000007
772,Oakridge,7806,-34.038975209039684,18.460024355934117
773,Oakridge Estate,7806,-34.038975209039684,18.460024355934117
774,Observatory,7925,-33.937809999999956,18.46867000000003
775,Observatory,7935,-33.937809999999956,18.46867000000003
776,Ocean Peaks,7140,-33.86944999999997,18.643020000000035
777,Ocean View,7975,-34.14353999999997,18.351820000000032
778,Okavango Park,7560,-33.86080999999996,18.70044000000007
779,Old Cross Roads,7750,-33.98646999999994,18.590460000000064
780,Old Oak,7530,-33.872107419586584,18.639610563516797
781,Old Oak,7537,-33.872107419586584,18.639610563516797
782,Olivine Estate,7780,-33.98385494667285,18.501645069802947
783,On The Bay,7798,-34.09414495066467,18.830830067783054
784,Onverwaght,7140,-33.88915400842508,18.666044037556105
785,Onze Molen,7550,-33.83140780135712,18.639627033983864
786,Oostersee,7500,-33.89633999999995,18.603750000000048
787,Oranjezicht,8001,-33.93874999999997,18.414150000000063
788,Orchard Village,7945,-33.88055475574545,18.49476795143909
789,Ottery,7800,-34.01724999999993,18.51416000000006
790,Ottery,7808,-34.01724999999993,18.51416000000006
791,Oude Molen Village,7405,-33.94319999999993,18.490180000000066
792,Oude Westehof,7530,-33.858679999999936,18.602590000000077
793,Oudekraal,8005,-33.98357999999996,18.35826000000003
794,Paarden Island,7405,-33.78174839183348,18.45526840082313
795,Paardeneiland,7405,-33.91637999999995,18.471070000000054
796,Paardevlei,7130,-34.08818999999994,18.830490000000054
797,Palm Park,7460,-33.99603999999994,18.719800000000077
798,Panorama,7500,-33.87922999999995,18.576630000000023
799,Panorama,7506,-33.87922999999995,18.576630000000023
800,Parel Valley,7130,-34.06373534278431,18.85956949475935
801,Park 2000,7560,-33.86809999999997,18.53893000000005
802,Park Estate,7700,-34.1082399590445,18.866890104891212
803,Park Island,7945,-34.0883989328869,18.477009668715112
804,Park Village,7100,-33.99491999999998,18.711940000000027
805,Parkdrive,7441,-33.98415495594226,18.562840087601373
806,Parkgate,7441,-33.91908999999998,18.421980000000076
807,Parklands,7441,-33.81360999999998,18.506850000000043
808,Parklands North,7441,-33.81925997502136,18.50351975974523
809,Parktown,7764,-33.86809999999997,18.53893000000005
810,Parkview,7785,-33.81234154689543,18.492798648606797
811,Parkview Village,7550,-34.018709959470996,18.42777007651877
812,Parkwood Estate,7941,-33.956838317225916,18.473002669249777
813,Parliament,8007,-33.989257321610644,18.67580048400534
814,Parow,7499,-33.90876999999995,18.58597000000003
815,Parow,7500,-33.90876999999995,18.58597000000003
816,Parow East,7500,-33.90482999999995,18.602700000000027
817,Parow East,7501,-33.90482999999995,18.602700000000027
818,Parow Industria,7493,-33.93495999999993,18.60698000000008
819,Parow North,7500,-33.889399999999966,18.584850000000074
820,Parow Valley,7500,-33.91288999999995,18.592620000000068
821,Parow West,7500,-33.90799705343167,18.591230503821457
822,Pasadena Heights,7798,-34.043524930544685,18.47160081105775
823,Pasedena,7798,-34.043524930544685,18.47160081105775
824,Pearl Rise,7130,-34.06824231336337,18.53349930538783
825,Peerless Park,7570,-33.83850999999993,18.72040000000004
826,Peerless Park East,7570,-33.84532999999993,18.720530000000053
827,Peerless Park North,7570,-33.83850999999993,18.72040000000004
828,Peerless Park West,7570,-33.849809999999934,18.71497000000005
829,Peers Hill Estate,7975,-33.909324428194964,18.402294952214454
830,Pekalmy Estate,7945,-34.046835625817735,18.447648827023325
831,Pelican Bay,7798,-34.08091495469255,18.54119005079437
832,Pelican Heights,7941,-34.080119999999965,18.54558000000003
833,Pelican Park,7941,-34.05784999999997,18.522440000000074
834,Penhill,7100,-33.994219999999984,18.732620000000054
835,Penlyn Estate,7780,-33.98252999999994,18.521070000000066
836,Penny Lane,7560,-33.86277480973757,18.578767881146952
837,Penzance Estate,7806,-34.03401999999994,18.35991000000007
838,Perm Gardens,7100,-33.99723999999998,18.719080000000076
839,Perreira,7580,-33.922553328832734,18.67774399903093
840,Phakamisa,7784,-34.007294825009346,18.567520076152743
841,Philadelphia,7304,-33.66639999999995,18.577060000000074
842,Philippi,7750,-34.01605999999998,18.53707000000003
843,Philippi,7781,-34.01605999999998,18.53707000000003
844,Philippi East,7785,-34.01065999999997,18.595800000000054
845,Philippi Park,7750,-34.00589999999994,18.596660000000043
846,Phisantekraal,7550,-33.783961552633684,18.71653080430656
847,Phoenix,7441,-33.874529999999936,18.50660000000005
848,Phola Park,7750,-34.00130999999993,18.563780000000065
849,Phumilani Village,7941,-34.029192851363064,18.676320693062745
850,Pinati Estate,7780,-33.99249999999995,18.517970000000048
851,Pine Place,7100,-33.99777999999998,18.709230000000048
852,Pinegrove,7130,-33.86834885309062,18.70890230319779
853,Pinehurst,7550,-34.018176804550606,18.436074956663166
854,Pinelands,7405,-33.93525999999997,18.506920000000036
855,Pinelands,7430,-33.93525999999997,18.506920000000036
856,Pinetree Village,7460,-33.9399149566609,18.429090058630834
857,Pineview,7570,-33.90874272911129,18.405871587753037
858,Pionier Park,7580,-33.912109999999984,18.681820000000073
859,Plaas Firlands,7130,-33.97089088261464,18.49059956473763
860,Plattekloof,7500,-33.881249999999966,18.58821000000006
861,Plattekloof Glen,7460,-33.88805999999994,18.558430000000044
862,Plumstead,7800,-34.02229999999997,18.467160000000035
863,Plumstead,7801,-34.02229999999997,18.467160000000035
864,Pollsmoor,7945,-34.06850999999995,18.432250000000067
865,Portia Estate,7780,-34.013146472379525,18.733844678271684
866,Portland Park,7560,-33.882709999999975,18.639890000000037
867,Portlands,7785,-34.04986999999994,18.614420000000052
868,Potsdam,7441,-33.81423297810873,18.538500571328722
869,Primrose Park,7764,-33.981529999999964,18.54391000000004
870,Prince George Meadows,7800,-34.050092184491184,18.487364283154403
871,Princessvlei,7800,-34.03924495169858,18.4807350712273
872,Protea Heights,7560,-33.88738999999998,18.703020000000038
873,Protea Park,7349,-33.575669999999946,18.496600000000058
874,Protea Valley,7530,-33.82308318749186,18.65107051804776
875,Protea Village,7560,-33.881869999999935,18.71756000000005
876,Proteaville Estate,7550,-33.81854999999996,18.65482000000003
877,Punts Estate,7945,-34.03891862444579,18.475001313257813
878,Raapkraal,7945,-34.077519999999936,18.45007000000004
879,Race Course Park,7441,-33.83776999999998,18.64495000000005
880,Ravensmead,7493,-33.92214999999993,18.60313000000002
881,Ravensmead,7504,-33.92214999999993,18.60313000000002
882,Rest Haven,7945,-34.06063890954201,18.44355100877746
883,Retreat,7945,-34.06300999999996,18.475080000000048
884,Retreat,7965,-34.06300999999996,18.475080000000048
885,Reygersdal,7352,-34.07073724976436,18.59025393394537
886,Rhodes Gift,7707,-33.950118671665976,18.46677356642958
887,Richmond Estate,7460,-33.90148999999997,18.565860000000043
888,Richwood,7441,-33.832299999999975,18.542820000000063
889,Ridgeworth Estate,7530,-33.875399685516015,18.641264576844684
890,River Hamlet,7441,-33.824969001106005,18.517867354763542
891,Riverside Glen,7975,-34.02088986985136,18.364838155586092
892,Riverside Park,7100,-34.07930703242805,18.8771643362894
893,Riverside Park,7780,-34.07930703242805,18.8771643362894
894,Riverton Estate,7490,-33.967319945323894,18.489885092009743
895,Riviera,7100,-34.11498387133129,18.842639375143822
896,Robinvale,7349,-33.568659999999966,18.504950000000065
897,Rocklands,7798,-34.063819999999964,18.60845000000006
898,Rogge Bay,8012,-33.938249937281526,18.71637468852234
899,Rome Glen,7130,-34.09065999999996,18.86990000000003
900,Rondebosch,7701,-33.96387999999996,18.476180000000056
901,Rondebosch East,7780,-33.97477999999995,18.497630000000072
902,Rondevlei Park,7785,-34.03665999999998,18.585380000000043
903,Rontree Estate,8005,-33.965484724196166,18.378810145375745
904,Roosendal,7100,-33.95987999999994,18.65143000000006
905,Rosebank,7700,-33.95465999999993,18.47186000000005
906,Rosedale,7100,-33.99707999999998,18.723370000000045
907,Rosendal,7550,-33.86624999999998,18.644030000000043
908,Rosendal,7580,-33.86624999999998,18.644030000000043
909,Rosenpark,7550,-33.867249999999956,18.640520000000038
910,Rothman Park,7460,-33.908199999999965,18.544410000000028
911,Rotterdam,7580,-33.975374954275495,18.676670062670794
912,Roundhay,7130,-34.079249999999945,18.866250000000036
913,Rouxville,7580,-33.921149999999955,18.69655000000006
914,Royal Ascot,7441,-33.85762999999997,18.508230000000026
915,Rue Mont Clare,7130,-33.95957106020806,18.496841144640452
916,Rugby,7405,-33.89474999999993,18.490670000000023
917,Russels Rest,7100,-34.002399999999966,18.726350000000025
918,Rustdal,7580,-33.96130999999997,18.700640000000078
919,Rusthof,7140,-34.12453999999997,18.851530000000025
920,Rutvale Estate,7764,-33.980410002662246,18.517845207381974
921,Ruwari,7560,-33.88120999999995,18.708020000000033
922,Ruyterwacht,7460,-33.91871999999995,18.55699000000004
923,Rylands Estate,7764,-33.97099999999995,18.52908000000002
924,Sacks Circle,7530,-33.930261427309695,18.649579813594148
925,Salberau,7490,-33.92752999999993,18.56788000000006
926,Salt River,7925,-33.92922999999996,18.463450000000023
927,Salvo Park,7130,-33.86809999999997,18.53893000000005
928,Samantha Village,7100,-34.02945595180714,18.629953614911535
929,Samora Machel,7785,-34.02072509340436,18.57911359715544
930,San Diego,7100,-33.94000996553339,18.70523508577851
931,San Marina,7945,-33.90199999999993,18.421770000000038
932,San Remo,7798,-34.068449999999984,18.584570000000042
933,Sanddrift,7441,-33.880919999999946,18.50908000000004
934,Sandhurst,7490,-34.006370496434734,18.47151722035032
935,Sandile,7455,-33.939987750497764,18.529939703910888
936,Sandvlei,7945,-34.05690999999996,18.73272000000003
937,Sangrove Estate,7700,-33.9680371065899,18.49401332486618
938,Sanlamhof,7530,-33.90405999999996,18.645520000000033
939,Sanlamhof,7532,-33.90405999999996,18.645520000000033
940,Santana Village,7100,-34.04397506861719,18.481107075742393
941,Sarepta,7580,-33.93543999999997,18.66709000000003
942,Sarepta,7582,-33.93543999999997,18.66709000000003
943,Saxenburg Park,7580,-34.11314999999996,18.844580000000065
944,Saxon Sea,7349,-33.55093999999997,18.488170000000025
945,Scarborough,7975,-34.19833999999997,18.37602000000004
946,Schaap Kraal,7941,-34.03668874121979,18.54467172578109
947,Scholla Jiba,7784,-33.91908999999998,18.421980000000076
948,Schoongezicht,7550,-33.818629999999985,18.651610000000062
949,Schotsche Kloof,8001,-33.920099999999934,18.41348000000005
950,Scott Estate,7806,-34.04141999999996,18.359740000000045
951,Scottsdene,7570,-33.864889999999946,18.726910000000032
952,Scottsville,7570,-33.85689999999994,18.703610000000026
953,Sea Crest,7798,-33.71581995567112,18.44550509399059
954,Sea Point,8005,-33.91360999999995,18.391580000000033
955,Sea Ridge Park,7785,-33.99423033455547,18.43216398113149
956,Sea Wind,7945,-34.07758999999993,18.482800000000054
957,Seaforth,7975,-34.196639999999945,18.447760000000073
958,Seesig,7975,-33.885365734073666,18.614281066243738
959,Seesig,7977,-33.885365734073666,18.614281066243738
